archivo,real,predicho,score_abajo,score_adelante,score_arriba,score_derecha,score_empezar,score_explora,score_izquierda,score_para,score_repetir,score_reversa
arriba_11.wav,arriba,arriba,0.09657043040263123,0.09762427524920314,0.06080635847121082,0.0711231180363314,14.61340932340642,6.095144264807236,6.704228352537323,0.1361520575739096,0.14005296888760607,4.871779152811349
arriba_12.wav,arriba,arriba,0.04438540809580564,0.0775542409684527,0.03928857022619583,0.04096448440264708,8.561037848146954,3.8158516624215233,4.19203860885629,0.0738540598817923,0.12372365801157456,2.6016926579573365
arriba_13.wav,arriba,derecha,0.06280203741437622,0.08971260560775741,0.05368398554695445,0.04748098658412224,6.186441604587496,3.601788579294355,3.6840742546920873,0.1091140602221111,0.1264006838509006,2.6788759832102493
arriba_14.wav,arriba,arriba,0.08047120976758963,0.10971957798855082,0.05333543246653836,0.06261977796096596,12.61130503473264,7.307467666981774,7.843019680698539,0.06787654144782061,0.22994167877152905,6.695055490599767
arriba_15.wav,arriba,arriba,0.09657043040263123,0.09762427524920314,0.06080635847121082,0.0711231180363314,14.61340932340642,6.095144264807236,6.704228352537323,0.1361520575739096,0.14005296888760607,4.871779152811349
derecha_11.wav,derecha,derecha,0.5482188117668907,0.4785986682951018,0.6043390729456096,0.07054048919865538,3.433294906215494,2.435616070878017,3.0175119721280588,0.6184868927805196,0.2808334034714729,2.100474590535285
derecha_12.wav,derecha,derecha,0.39201817487478424,0.43790147406970653,0.46106546638158097,0.05810047167102861,2.9006095690637186,1.6736976181554932,2.4526928895852533,0.5744645465096091,0.22503239099441458,1.3930737994847862
derecha_13.wav,derecha,reversa,0.5665933819858804,0.5910098702568576,10.648590045176872,0.305902276987689,0.41108143301375294,0.21511879580314144,0.572630397876091,2.333843494210968,0.7403922325568388,0.2113505225882591
derecha_14.wav,derecha,derecha,0.3764970610202871,0.25241221172960626,2.1373654033314,0.12371163478220248,6.265238253641869,2.0173224694362513,3.834940196503833,0.4418536890345304,0.3124622186010407,2.291100913741169
derecha_15.wav,derecha,derecha,0.4868510516693269,0.3902109809854051,0.8167945059328283,0.126728236362368,3.9607732504038338,2.4353163757353493,2.9465542760909385,0.5735706667497688,0.27246329029905636,2.1364254296081304
empezar_11.wav,empezar,empezar,1.2369453203226728,1.6468604170536831,43.33256936387008,2.892511709205072,0.19333685740159132,0.2963086100972916,0.2546183674712381,5.651202490472866,3.4388026005898227,0.4355481429150198
empezar_12.wav,empezar,empezar,1.1318046596444147,1.4288753847374756,38.49024153663308,2.192489153084655,0.2714886644635767,0.33564481815006464,0.5507529034353795,5.51863026305609,3.1119224890126365,0.42119266193606625
empezar_13.wav,empezar,empezar,1.0525803069451578,1.261908587342778,37.9724704201718,1.980503777893008,0.18601858890321174,0.24459572010080313,0.2558787057856882,4.729393699008963,3.0773387913334265,0.3159632974563657
empezar_14.wav,empezar,empezar,0.7307608705631247,0.7899739684613394,30.79450349352734,0.9829459058977255,0.1718341211871975,0.18675776619086001,0.252530821962974,3.740805727970577,2.072391378336465,0.20222772343498938
empezar_15.wav,empezar,empezar,1.1079281210070984,1.442019134368852,40.0993840356146,2.220553605642102,0.2539416184192891,0.2920397239383284,0.38350959666100964,5.9303524736745645,2.997672288055271,0.3915087310045132
explora_11.wav,explora,explora,2.0322183423058364,2.77522189191225,28.234684313808813,1.3746444514424425,1.4869313304109273,0.5075965626802343,2.4880995620675286,5.374451321029522,2.409546278709925,0.6680605218093874
explora_12.wav,explora,explora,0.8876094667665935,1.0834362541195746,30.030304096067947,0.8827189060996516,0.3738105379498847,0.29190786995268353,0.46505882314820896,3.921203340821222,2.528595955608792,0.3143888858161148
explora_13.wav,explora,explora,0.36920970282384147,0.6104956515880176,13.79964380514858,0.49068073114582134,0.18917203286607023,0.12009990311000251,0.2030032820435293,3.0375022790394306,1.2793546943471539,0.13857080721894427
explora_14.wav,explora,explora,0.7482280744708174,0.9144328695154897,28.547050322070174,0.913141843423106,0.23750505386549606,0.16832578648330526,0.2491428141998618,4.129096468592912,2.25104632919511,0.20589115563989396
explora_15.wav,explora,explora,0.8178828839161507,1.5607497903918413,16.67347690475552,1.0371627823915759,0.7457539975017733,0.23806531422814103,0.7618884460303041,3.6119423074058554,1.1662791759669004,0.3580968185639293
izquierda_11.wav,izquierda,izquierda,5.474812353998585,4.198857530509491,195.72103933952775,5.565835926273303,0.9122672916224417,0.9446931728977006,0.5991308705305756,16.426390569669007,14.540742080999816,1.1677356816828932
izquierda_12.wav,izquierda,izquierda,2.894705009031314,2.742260953981739,100.87591087128284,5.8877569543440025,0.503846137228516,0.650397992507232,0.2911020340445573,10.724134200230981,8.543246137342654,0.9393662236254013
izquierda_13.wav,izquierda,izquierda,4.068356298556257,4.173853301433889,141.50582190436805,9.02013700548668,0.9832893219763563,1.1585665313823794,0.5415295039676586,15.728920826828038,12.006411145409867,1.738114183709518
izquierda_14.wav,izquierda,izquierda,4.157163414364412,4.472867098441242,169.97842784209215,9.557859337342848,0.8249069009019507,0.9925517066142788,0.5075918094111245,18.489259269107833,12.700809928214888,1.6696310311164098
izquierda_15.wav,izquierda,izquierda,1.1398254138355126,1.353532828063738,38.350890296911736,2.6358535662951965,0.28642315775992583,0.3098642391985808,0.17623890138638507,4.646400778657704,3.023292362241625,0.5399031591497945
para_11.wav,para,para,0.0056468561995970884,0.008504059205583071,0.005324504373624769,0.016213645048080712,1.9990118664943406,2.4932956131780637,1.2591283912320204,0.003547462959565138,0.016548784417934125,3.333255188951466
para_12.wav,para,para,0.03372407220740124,0.027808516923367638,0.028434560982394136,0.056555268922469974,5.017629402199711,5.608867277841164,3.77621841576168,0.01992086782639478,0.04698298770974751,7.179957459412743
para_13.wav,para,para,0.015546126208581267,0.017816929509967834,0.011286318870480516,0.03293990062747244,3.167567935987704,3.6270760894928356,2.395361658194125,0.009779572923861756,0.03771100774733884,4.589943760942905
para_14.wav,para,para,0.021394549242611624,0.02087639637062116,0.021599854175845517,0.04295806134259833,3.861112782446282,4.1653643115991,2.9942871533009394,0.012789576010260689,0.031956000694886286,5.220540768492633
para_15.wav,para,para,0.012885487855625927,0.010340321903884606,0.015122458002036016,0.01721304355048978,1.2643459145642018,1.3982604371512848,0.9292909828558972,0.006886170971123401,0.01243916718739345,1.825533122581283
repetir_11.wav,repetir,repetir,0.10793822849153882,0.05021810722890877,0.1919626811068962,0.07171561375472253,1.151077958774639,0.71767585371255,0.8361627065351696,0.06858767926782501,0.034349121805732165,1.1586539336718167
repetir_12.wav,repetir,repetir,0.10992270032938754,0.050326460561969516,0.16258299562880427,0.06536550262852944,1.53007597516173,0.7062346134815081,1.0363441386805858,0.08621424715395815,0.03987366013090782,1.1125931581781328
repetir_13.wav,repetir,repetir,0.10394791112777181,0.04739562653104496,0.13030946287379067,0.06079333081971232,2.2176265678642904,1.0126862359361823,1.4947292441961588,0.07913756002960057,0.03609120885995345,1.6232874004837077
repetir_14.wav,repetir,repetir,0.17116132417106694,0.07703828713273374,0.18928096495169824,0.08082048713031106,2.0157835419344408,1.0268803790465406,1.34155446251069,0.12964612229782718,0.05100835614400283,1.4118070811402323
repetir_15.wav,repetir,repetir,0.19834876906448987,0.10347337560078981,0.38645207406691245,0.09542249770671209,1.834839525421739,0.8456392099714074,1.1952012582489522,0.1692527520342447,0.07212503158992564,1.162690523223368
reversa_11.wav,reversa,reversa,0.61281236774533,1.3887736088057403,23.280951099686547,0.7879282957984108,0.4416936412013785,0.29116423836381145,0.6512616941141057,8.60630759627158,2.040341082772261,0.2292738848684682
reversa_12.wav,reversa,reversa,1.1492792018523554,1.662196517140684,32.73404378924905,0.8277288214471322,1.0995204106643317,0.6513704524951375,0.9921436835131681,5.6157799389470435,3.3105575239078773,0.4270854702646716
reversa_13.wav,reversa,reversa,0.6304690031770748,1.6846002043869766,23.348944739188525,0.836943666234943,0.3480848861466784,0.276816197017855,0.4950915986532271,8.00206530616032,2.726062646855833,0.22333161471026
reversa_14.wav,reversa,reversa,0.6218904725368816,1.0723250036971304,17.211731671897777,0.5763483018444313,0.4915382167471967,0.2600448940206316,0.4864283795979024,4.243976038870374,1.315662657590755,0.22036092409397007
reversa_15.wav,reversa,reversa,0.47307760415394323,0.7710603899115642,14.05268279460035,0.4768209368411048,0.697145097968224,0.3847726086539161,0.5675906174721725,4.054706886202906,1.1962228962995654,0.2109020616978971
